season,round,circuitId,race_date,driver,finish_pos,fastest_lap,Q1,Q2,Q3
2024,1,bahrain,2024-03-02,albon,15,95.723,1:30.397,1:30.221,
2024,1,bahrain,2024-03-02,alonso,9,94.199,1:30.179,1:29.801,1:29.542
2024,1,bahrain,2024-03-02,bottas,19,96.202,1:30.756,,
2024,1,bahrain,2024-03-02,gasly,18,94.805,1:30.948,,
2024,1,bahrain,2024-03-02,hamilton,7,94.722,1:30.451,1:29.718,1:29.710
2024,1,bahrain,2024-03-02,hulkenberg,16,94.834,1:30.566,1:29.851,1:30.502
2024,1,bahrain,2024-03-02,kevin_magnussen,12,95.57,1:30.646,1:30.529,
2024,1,bahrain,2024-03-02,leclerc,4,94.09,1:30.243,1:29.165,1:29.407
2024,1,bahrain,2024-03-02,max_verstappen,1,92.608,1:30.031,1:29.374,1:29.179
2024,1,bahrain,2024-03-02,norris,6,94.476,1:30.143,1:29.941,1:29.614
2024,1,bahrain,2024-03-02,ocon,17,96.226,1:30.793,,
2024,1,bahrain,2024-03-02,perez,2,94.364,1:30.221,1:29.932,1:29.537
2024,1,bahrain,2024-03-02,piastri,8,94.983,1:30.531,1:30.122,1:29.683
2024,1,bahrain,2024-03-02,ricciardo,13,95.163,1:30.562,1:30.278,
2024,1,bahrain,2024-03-02,russell,5,95.065,1:30.350,1:29.922,1:29.485
2024,1,bahrain,2024-03-02,sainz,3,94.507,1:29.909,1:29.573,1:29.507
2024,1,bahrain,2024-03-02,sargeant,20,94.735,1:30.770,,
2024,1,bahrain,2024-03-02,stroll,10,95.632,1:29.965,1:30.200,
2024,1,bahrain,2024-03-02,tsunoda,14,95.833,1:30.481,1:30.129,
2024,1,bahrain,2024-03-02,zhou,11,95.458,1:30.757,,
2024,2,jeddah,2024-03-09,albon,11,92.307,1:29.107,1:28.980,
2024,2,jeddah,2024-03-09,alonso,5,92.387,1:28.706,1:28.122,1:27.846
2024,2,jeddah,2024-03-09,bearman,7,92.186,1:28.984,1:28.642,
2024,2,jeddah,2024-03-09,bottas,17,92.706,1:29.179,,
2024,2,jeddah,2024-03-09,hamilton,9,91.746,1:28.994,1:28.606,1:28.460
2024,2,jeddah,2024-03-09,hulkenberg,10,92.366,1:29.055,,
2024,2,jeddah,2024-03-09,kevin_magnussen,12,92.338,1:29.069,1:29.020,
2024,2,jeddah,2024-03-09,leclerc,3,91.632,1:28.318,1:28.112,1:27.791
2024,2,jeddah,2024-03-09,max_verstappen,1,91.773,1:28.171,1:28.033,1:27.472
2024,2,jeddah,2024-03-09,norris,8,91.944,1:28.805,1:28.479,1:28.132
2024,2,jeddah,2024-03-09,ocon,13,93.481,1:29.475,,
2024,2,jeddah,2024-03-09,perez,2,92.273,1:28.638,1:28.467,1:27.807
2024,2,jeddah,2024-03-09,piastri,4,92.31,1:28.755,1:28.343,1:28.089
2024,2,jeddah,2024-03-09,ricciardo,16,93.323,1:29.065,1:29.025,
2024,2,jeddah,2024-03-09,russell,6,92.254,1:28.749,1:28.448,1:28.316
2024,2,jeddah,2024-03-09,sargeant,14,93.026,1:29.526,,
2024,2,jeddah,2024-03-09,stroll,19,95.56,1:28.250,1:28.578,1:28.572
2024,2,jeddah,2024-03-09,tsunoda,15,93.523,1:28.988,1:28.564,1:28.547
2024,2,jeddah,2024-03-09,zhou,18,92.208,,,
2024,3,albert_park,2024-03-24,albon,11,81.618,,,
2024,3,albert_park,2024-03-24,alonso,8,80.493,,,
2024,3,albert_park,2024-03-24,bottas,14,81.422,,,
2024,3,albert_park,2024-03-24,gasly,13,81.09,,,
2024,3,albert_park,2024-03-24,hamilton,18,82.444,,,
2024,3,albert_park,2024-03-24,hulkenberg,9,81.145,,,
2024,3,albert_park,2024-03-24,kevin_magnussen,10,81.082,,,
2024,3,albert_park,2024-03-24,leclerc,2,79.813,,,
2024,3,albert_park,2024-03-24,max_verstappen,19,83.115,,,
2024,3,albert_park,2024-03-24,norris,3,79.91499999999999,,,
2024,3,albert_park,2024-03-24,ocon,16,81.354,,,
2024,3,albert_park,2024-03-24,perez,5,80.388,,,
2024,3,albert_park,2024-03-24,piastri,4,80.199,,,
2024,3,albert_park,2024-03-24,ricciardo,12,81.239,,,
2024,3,albert_park,2024-03-24,russell,17,80.28399999999999,,,
2024,3,albert_park,2024-03-24,sainz,1,80.031,,,
2024,3,albert_park,2024-03-24,stroll,6,80.93,,,
2024,3,albert_park,2024-03-24,tsunoda,7,81.134,,,
2024,3,albert_park,2024-03-24,zhou,15,81.327,,,
2024,4,suzuka,2024-04-07,alonso,6,94.726,1:29.254,1:29.082,1:28.686
2024,4,suzuka,2024-04-07,bottas,14,96.608,1:29.602,1:29.593,
2024,4,suzuka,2024-04-07,gasly,16,96.642,1:30.119,,
2024,4,suzuka,2024-04-07,hamilton,9,93.952,1:29.661,1:28.887,1:28.766
2024,4,suzuka,2024-04-07,hulkenberg,11,95.325,1:29.821,1:29.494,
2024,4,suzuka,2024-04-07,kevin_magnussen,13,96.654,1:30.131,,
2024,4,suzuka,2024-04-07,leclerc,4,95.044,1:29.338,1:29.196,1:28.786
2024,4,suzuka,2024-04-07,max_verstappen,1,93.706,1:28.866,1:28.740,1:28.197
2024,4,suzuka,2024-04-07,norris,5,95.186,1:29.536,1:28.940,1:28.489
2024,4,suzuka,2024-04-07,ocon,15,96.232,1:29.811,1:29.816,
2024,4,suzuka,2024-04-07,perez,2,93.945,1:29.303,1:28.752,1:28.263
2024,4,suzuka,2024-04-07,piastri,8,94.802,1:29.425,1:29.148,1:28.760
2024,4,suzuka,2024-04-07,russell,7,94.404,1:29.799,1:29.140,1:29.008
2024,4,suzuka,2024-04-07,sainz,3,93.841,1:29.513,1:29.099,1:28.682
2024,4,suzuka,2024-04-07,sargeant,17,94.9,1:30.139,,
2024,4,suzuka,2024-04-07,stroll,12,95.798,1:30.024,,
2024,4,suzuka,2024-04-07,tsunoda,10,96.342,1:29.775,1:29.417,1:29.413
2024,4,suzuka,2024-04-07,zhou,18,97.16,1:30.143,,
2024,5,shanghai,2024-04-21,albon,12,100.79,1:35.384,1:35.241,
2024,5,shanghai,2024-04-21,alonso,7,97.81,1:35.116,1:34.652,1:34.148
2024,5,shanghai,2024-04-21,bottas,20,101.276,1:35.169,1:34.769,1:34.665
2024,5,shanghai,2024-04-21,gasly,13,99.198,1:35.287,1:35.463,
2024,5,shanghai,2024-04-21,hamilton,9,100.835,1:35.573,,
2024,5,shanghai,2024-04-21,hulkenberg,10,100.815,1:35.068,1:34.667,1:34.604
2024,5,shanghai,2024-04-21,kevin_magnussen,16,101.077,1:35.516,,
2024,5,shanghai,2024-04-21,leclerc,4,99.384,1:34.797,1:34.399,1:34.289
2024,5,shanghai,2024-04-21,max_verstappen,1,98.406,1:34.742,1:33.794,1:33.660
2024,5,shanghai,2024-04-21,norris,2,98.751,1:34.842,1:34.460,1:34.165
2024,5,shanghai,2024-04-21,ocon,11,100.937,1:35.356,1:35.223,
2024,5,shanghai,2024-04-21,perez,3,99.388,1:35.457,1:34.026,1:33.982
2024,5,shanghai,2024-04-21,piastri,8,99.739,1:35.014,1:34.659,1:34.273
2024,5,shanghai,2024-04-21,ricciardo,18,100.994,1:35.443,1:34.934,
2024,5,shanghai,2024-04-21,russell,6,100.112,1:35.084,1:34.609,1:34.433
2024,5,shanghai,2024-04-21,sainz,5,99.764,1:34.970,1:34.368,1:34.297
2024,5,shanghai,2024-04-21,sargeant,17,101.0,1:36.358,,
2024,5,shanghai,2024-04-21,stroll,15,99.444,1:35.334,1:34.838,
2024,5,shanghai,2024-04-21,tsunoda,19,101.593,1:35.746,,
2024,5,shanghai,2024-04-21,zhou,14,98.633,1:35.505,,
2024,6,miami,2024-05-05 00:00:00,albon,18,90.849,,,
2024,6,miami,2024-05-05 00:00:00,alonso,9,91.727,,,
2024,6,miami,2024-05-05 00:00:00,bottas,16,92.098,,,
2024,6,miami,2024-05-05 00:00:00,gasly,12,92.055,,,
2024,6,miami,2024-05-05 00:00:00,hamilton,6,91.233,,,
2024,6,miami,2024-05-05 00:00:00,hulkenberg,11,91.941,,,
2024,6,miami,2024-05-05 00:00:00,kevin_magnussen,19,91.774,,,
2024,6,miami,2024-05-05 00:00:00,leclerc,3,91.084,,,
2024,6,miami,2024-05-05 00:00:00,max_verstappen,2,91.261,,,
2024,6,miami,2024-05-05 00:00:00,norris,1,90.98,,,
2024,6,miami,2024-05-05 00:00:00,ocon,10,92.037,,,
2024,6,miami,2024-05-05 00:00:00,perez,4,90.855,,,
2024,6,miami,2024-05-05 00:00:00,piastri,13,90.634,,,
2024,6,miami,2024-05-05 00:00:00,ricciardo,15,92.122,,,
2024,6,miami,2024-05-05 00:00:00,russell,8,91.921,,,
2024,6,miami,2024-05-05 00:00:00,sainz,5,90.928,,,
2024,6,miami,2024-05-05 00:00:00,sargeant,20,93.452,,,
2024,6,miami,2024-05-05 00:00:00,stroll,17,91.588,,,
2024,6,miami,2024-05-05 00:00:00,tsunoda,7,91.682,,,
2024,6,miami,2024-05-05 00:00:00,zhou,14,91.991,,,
2024,7,imola,2024-05-19,albon,20,81.274,1:16.524,1:16.200,
2024,7,imola,2024-05-19,alonso,19,79.004,1:16.917,,
2024,7,imola,2024-05-19,bottas,18,81.455,1:16.626,,
2024,7,imola,2024-05-19,gasly,16,81.371,1:16.015,1:16.381,
2024,7,imola,2024-05-19,hamilton,6,80.331,1:16.604,1:15.677,1:15.504
2024,7,imola,2024-05-19,hulkenberg,11,81.7,1:15.841,1:15.569,1:15.980
2024,7,imola,2024-05-19,kevin_magnussen,12,81.009,1:16.854,,
2024,7,imola,2024-05-19,leclerc,3,79.935,1:15.823,1:15.328,1:14.970
2024,7,imola,2024-05-19,max_verstappen,1,80.366,1:15.762,1:15.176,1:14.746
2024,7,imola,2024-05-19,norris,2,79.994,1:15.915,1:15.371,1:14.837
2024,7,imola,2024-05-19,ocon,14,81.304,1:16.361,1:15.906,
2024,7,imola,2024-05-19,perez,8,79.686,1:16.404,1:15.706,
2024,7,imola,2024-05-19,piastri,4,79.907,1:15.940,1:15.407,1:14.820
2024,7,imola,2024-05-19,ricciardo,13,81.569,1:16.060,1:15.691,1:15.674
2024,7,imola,2024-05-19,russell,7,78.589,1:16.107,1:15.671,1:15.234
2024,7,imola,2024-05-19,sainz,5,80.22,1:16.015,1:15.512,1:15.233
2024,7,imola,2024-05-19,sargeant,17,81.229,,,
2024,7,imola,2024-05-19,stroll,9,80.57,1:16.458,1:15.992,
2024,7,imola,2024-05-19,tsunoda,10,80.936,1:15.894,1:15.358,1:15.465
2024,7,imola,2024-05-19,zhou,15,81.01599999999999,1:16.834,,
2024,8,monaco,2024-05-26,albon,9,77.06,1:11.623,1:11.216,1:10.948
2024,8,monaco,2024-05-26,alonso,11,77.939,1:12.019,,
2024,8,monaco,2024-05-26,bottas,13,76.561,1:12.512,,
2024,8,monaco,2024-05-26,gasly,10,75.625,1:11.714,1:10.896,1:11.311
2024,8,monaco,2024-05-26,hamilton,7,74.16499999999999,1:11.528,1:11.056,1:10.621
2024,8,monaco,2024-05-26,leclerc,1,75.162,1:11.584,1:10.825,1:10.270
2024,8,monaco,2024-05-26,max_verstappen,6,74.569,1:11.711,1:10.745,1:10.567
2024,8,monaco,2024-05-26,norris,4,75.742,1:11.760,1:10.732,1:10.542
2024,8,monaco,2024-05-26,piastri,2,76.281,1:11.500,1:10.756,1:10.424
2024,8,monaco,2024-05-26,ricciardo,12,77.172,1:11.785,1:11.482,
2024,8,monaco,2024-05-26,russell,5,75.228,1:11.492,1:10.929,1:10.543
2024,8,monaco,2024-05-26,sainz,3,74.726,1:11.543,1:11.075,1:10.518
2024,8,monaco,2024-05-26,sargeant,15,75.525,1:12.020,,
2024,8,monaco,2024-05-26,stroll,14,76.71000000000001,1:11.728,1:11.563,
2024,8,monaco,2024-05-26,tsunoda,8,74.72,1:11.852,1:11.106,1:10.858
2024,8,monaco,2024-05-26,zhou,16,74.718,1:13.028,,
2024,9,villeneuve,2024-06-09,albon,17,79.35900000000001,,,
2024,9,villeneuve,2024-06-09,alonso,6,76.303,,,
2024,9,villeneuve,2024-06-09,bottas,13,77.25,,,
2024,9,villeneuve,2024-06-09,gasly,9,77.013,,,
2024,9,villeneuve,2024-06-09,hamilton,4,74.856,,,
2024,9,villeneuve,2024-06-09,hulkenberg,11,76.68299999999999,,,
2024,9,villeneuve,2024-06-09,kevin_magnussen,12,76.499,,,
2024,9,villeneuve,2024-06-09,leclerc,19,86.012,,,
2024,9,villeneuve,2024-06-09,max_verstappen,1,75.569,,,
2024,9,villeneuve,2024-06-09,norris,2,75.55799999999999,,,
2024,9,villeneuve,2024-06-09,ocon,10,77.012,,,
2024,9,villeneuve,2024-06-09,perez,18,78.819,,,
2024,9,villeneuve,2024-06-09,piastri,5,76.247,,,
2024,9,villeneuve,2024-06-09,ricciardo,8,77.076,,,
2024,9,villeneuve,2024-06-09,russell,3,74.895,,,
2024,9,villeneuve,2024-06-09,sainz,16,78.957,,,
2024,9,villeneuve,2024-06-09,sargeant,20,86.48400000000001,,,
2024,9,villeneuve,2024-06-09,stroll,7,76.762,,,
2024,9,villeneuve,2024-06-09,tsunoda,14,77.309,,,
2024,9,villeneuve,2024-06-09,zhou,15,77.325,,,
2024,10,catalunya,2024-06-23,albon,18,79.132,,,
2024,10,catalunya,2024-06-23,alonso,12,78.334,,,
2024,10,catalunya,2024-06-23,bottas,16,79.608,,,
2024,10,catalunya,2024-06-23,gasly,9,79.045,,,
2024,10,catalunya,2024-06-23,hamilton,3,77.809,,,
2024,10,catalunya,2024-06-23,hulkenberg,11,78.60900000000001,,,
2024,10,catalunya,2024-06-23,kevin_magnussen,17,79.805,,,
2024,10,catalunya,2024-06-23,leclerc,5,77.89699999999999,,,
2024,10,catalunya,2024-06-23,max_verstappen,1,77.776,,,
2024,10,catalunya,2024-06-23,norris,2,77.115,,,
2024,10,catalunya,2024-06-23,ocon,10,78.982,,,
2024,10,catalunya,2024-06-23,perez,8,77.785,,,
2024,10,catalunya,2024-06-23,piastri,7,77.874,,,
2024,10,catalunya,2024-06-23,ricciardo,15,79.45,,,
2024,10,catalunya,2024-06-23,russell,4,78.28999999999999,,,
2024,10,catalunya,2024-06-23,sainz,6,78.539,,,
2024,10,catalunya,2024-06-23,sargeant,20,80.172,,,
2024,10,catalunya,2024-06-23,stroll,14,79.318,,,
2024,10,catalunya,2024-06-23,tsunoda,19,79.447,,,
2024,10,catalunya,2024-06-23,zhou,13,78.771,,,
2024,11,red_bull_ring,2024-06-30,albon,15,70.364,1:05.736,,
2024,11,red_bull_ring,2024-06-30,alonso,18,67.694,1:05.656,1:05.639,
2024,11,red_bull_ring,2024-06-30,bottas,16,70.449,1:05.847,,
2024,11,red_bull_ring,2024-06-30,gasly,10,69.609,1:05.598,1:05.359,
2024,11,red_bull_ring,2024-06-30,hamilton,4,69.562,1:05.541,1:05.053,1:04.903
2024,11,red_bull_ring,2024-06-30,hulkenberg,6,70.215,1:05.596,1:05.262,1:05.385
2024,11,red_bull_ring,2024-06-30,kevin_magnussen,8,70.125,1:05.508,1:05.347,
2024,11,red_bull_ring,2024-06-30,leclerc,11,69.584,1:05.509,1:05.104,1:05.044
2024,11,red_bull_ring,2024-06-30,max_verstappen,5,67.719,1:05.336,1:04.469,1:04.314
2024,11,red_bull_ring,2024-06-30,norris,20,68.016,1:05.450,1:05.103,1:04.718
2024,11,red_bull_ring,2024-06-30,ocon,12,69.649,1:05.574,1:05.274,1:05.883
2024,11,red_bull_ring,2024-06-30,perez,7,69.694,1:05.587,1:05.144,1:05.202
2024,11,red_bull_ring,2024-06-30,piastri,2,68.697,1:05.311,1:05.070,1:05.048
2024,11,red_bull_ring,2024-06-30,ricciardo,9,70.426,1:05.569,1:05.289,
2024,11,red_bull_ring,2024-06-30,russell,1,69.164,1:05.585,1:05.016,1:04.840
2024,11,red_bull_ring,2024-06-30,sainz,3,69.282,1:05.263,1:05.016,1:04.851
2024,11,red_bull_ring,2024-06-30,sargeant,19,70.406,1:05.856,,
2024,11,red_bull_ring,2024-06-30,stroll,13,70.143,1:05.819,,
2024,11,red_bull_ring,2024-06-30,tsunoda,14,70.318,1:05.563,1:05.412,
2024,11,red_bull_ring,2024-06-30,zhou,17,70.47,1:06.061,,
2024,12,silverstone,2024-07-07 00:00:00,albon,9,89.718,,,
2024,12,silverstone,2024-07-07 00:00:00,alonso,8,89.71000000000001,,,
2024,12,silverstone,2024-07-07 00:00:00,bottas,15,91.277,,,
2024,12,silverstone,2024-07-07 00:00:00,hamilton,1,89.438,,,
2024,12,silverstone,2024-07-07 00:00:00,hulkenberg,6,89.836,,,
2024,12,silverstone,2024-07-07 00:00:00,kevin_magnussen,12,90.093,,,
2024,12,silverstone,2024-07-07 00:00:00,leclerc,14,89.748,,,
2024,12,silverstone,2024-07-07 00:00:00,max_verstappen,2,88.952,,,
2024,12,silverstone,2024-07-07 00:00:00,norris,3,89.262,,,
2024,12,silverstone,2024-07-07 00:00:00,ocon,16,90.875,,,
2024,12,silverstone,2024-07-07 00:00:00,perez,17,89.707,,,
2024,12,silverstone,2024-07-07 00:00:00,piastri,4,88.748,,,
2024,12,silverstone,2024-07-07 00:00:00,ricciardo,13,90.735,,,
2024,12,silverstone,2024-07-07 00:00:00,russell,19,91.298,,,
2024,12,silverstone,2024-07-07 00:00:00,sainz,5,88.293,,,
2024,12,silverstone,2024-07-07 00:00:00,sargeant,11,89.97200000000001,,,
2024,12,silverstone,2024-07-07 00:00:00,stroll,7,89.89699999999999,,,
2024,12,silverstone,2024-07-07 00:00:00,tsunoda,10,90.229,,,
2024,12,silverstone,2024-07-07 00:00:00,zhou,18,91.014,,,
2024,13,hungaroring,2024-07-21,albon,14,83.93,1:17.280,1:16.429,
2024,13,hungaroring,2024-07-21,alonso,11,83.063,1:17.624,1:16.117,1:16.043
2024,13,hungaroring,2024-07-21,bottas,16,82.792,1:17.487,1:16.384,
2024,13,hungaroring,2024-07-21,gasly,20,83.34,1:18.166,,
2024,13,hungaroring,2024-07-21,hamilton,3,82.15299999999999,1:17.087,1:16.307,1:15.854
2024,13,hungaroring,2024-07-21,hulkenberg,13,83.461,1:17.362,1:16.317,
2024,13,hungaroring,2024-07-21,kevin_magnussen,15,83.553,1:17.851,1:16.548,
2024,13,hungaroring,2024-07-21,leclerc,4,82.182,1:17.437,1:15.891,1:15.905
